rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	term_value_dce	deep_batch
44	TED:421844-2026	Belgium – Public relations services – Support for the organisation of events and other communication and information activities of the European Parliament Liaison Office in Hungary	European Parliament, COMM - Directorate-General for Communication	2026-08-28T23:59:59+02:00	800000.0	EUR	GOOD	public-relations	sons within the ownership and control structure and beneficial owners. It must also provide the following evidence concerning the person itself and concerning the natural or legal persons on whose capacity the person intends to rely, or a subcontractor and concerning the natural or legal persons wh…	ropean Parliament and of the Council ; | | (v) terrorist offences or offences related to terrorist activities, as defined in Articles 3 to 12 of Directive (EU) 2017/541 of the European Parliament and of the Council55, or inciting, aiding, abetting or attempting to commit such offences, as referred …	batch-004.json
45	IE:8842218	Merchant Quay Ireland- Request for Tenders for The Provision of Unit4 ERP Implementation, Hypercare And Application Support Services.	Merchants Quay Ireland CLG	2026-08-31T12:00:00+01:00	200000.0	EUR	GOOD	application-support	and ("MQI") invites tenders ("Tenders") in response to this Request for Tenders ("RFT") from economic operators ("Tenderers") for the provision of the services as described in Schedule 1 to this RFT (the "Services"). 1.2 MQI is a national charity and one of Ireland’s largest providers of homelessne…	ators, goods and services to the Union's public procurement and concession markets and procedures supporting negotiations on access of Union economic operators, goods and services to the public procurement and concession markets of third countries (International Procurement Instrument – IPI), and t…	batch-004.json
46	TED:539561-2026	Germany – Public relations services – RV Presse- und Öffentlichkeitsarbeit 2026	Max-Planck-Institut für Gravitationsphysik	2026-09-03T12:00:00+02:00			GOOD	public-relations	===== FILE: files/Aufforderung_zum_Teilnahmewettbewerb_Interessensbestaetigung.pdf ===== Datum: 03.08.2026 Aufforderung zur Teilnahmewettbewerb/Interessensbestätigung 1. Vergabenummer: MPG_IGP-P-2025-0001 2. Vergabestelle: Max-Planck-Institut für Gravitationsphysik Am Mühlenberg 1 14476 Potsdam Deu…	................................................... 4 1.4 Losaufteilung ........................................................................................................................................................ 5 1.5 Grundlagen der Rahmenvereinbarung ..................................…	batch-004.json
47	TED:537300-2026	Germany – Public relations services – Rahmenvertrag über Dienstleistungen im Bereich der Öffentlichkeitsarbeit der Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen	Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen, V M 1 - Vergabestelle für den Öffentlichen Hochbau	2026-08-28T10:00:00+02:00	4800000.0	EUR	GOOD	public-relations	tlinie 2014/24/EU vgv ­ 2.1.6 Ausschlussgründe Quellen der Ausschlussgründe: Bekanntmachung Verstoß gegen die in den rein innerstaatlichen Ausschlussgründen verankerten Verpflichtungen: Gemäß §§ 123 und 124 GWB 5 Los 5.1 Los: LOT­0000 https://ted.europa.eu/TED Page 2/10 Titel: Rahmenvertrag über Di…	haftliche und finanzielle Leistungsfähigkeit Angaben zur Berufshaftpflichtversicherung Zutreffendes ist vom Auftraggeber auszufüllen/anzukreuzen: Ich/Wir habe(n) eine Berufshaftpflichtversicherung mit einer Deckungssumme für: Personenschäden in Höhe von mindestens Mio.€ sonstige Schäden (Sach- und …	batch-004.json
48	US-SAM:6fc3a56bb1a54f92b45dca98fe75e378	Quest Software Maintenance for FDIC	FEDERAL DEPOSIT INSURANCE CORPORATION	2026-09-09T16:00:00+00:00			GOOD	software-maintenance	NATURE OF CO) 31b. NAME OF CONTRACTING OFFICER (Type or print) 31c. DATE SIGNED FDIC 3700/55 (3-08) 10. SOCIO-ECONOMIC STATUS NO NAICS: ETHNICITY: COPIES TO ISSUING OFFICE. CONTRACTOR AGREES TO FURNISH AND OFFER 13a. SUB-CONTRACTING PERMITTED/APPROVED YES SDB MWOB SERVICE-DISABLED VETERAN- OWNED SM…	===== FILE: files/Attachment_B.1_-_Price_Schedule.xlsx ===== [SHEET Cover Page - Info.] Total Price | 0 | | | Description of Requirement | This requisition is for the annual license and support services for the suite of Quest Software Toad. This renewal is required to renew Quest licenses so that F…	batch-004.json
49	TED:525879-2026	Germany – Public relations services – Agenturleistungen - PR-Agentur	Einkauf und Vergabemanagement der SBK	2026-08-27T12:00:00+02:00	960160.5	EUR	GOOD	public-relations	===== FILE: files/Agenturleistungen_20-_20PR-Agentur_20Leistungsbeschreibung_20260727.pdf ===== Inhaltsverzeichnis 1. Abkürzungsverzeichnis ......................................................................................................................... 3 2. Allgemein ......................…	G • Sprache: Die Projektkommunikation erfolgt in deutscher Sprache (DE). Der überwiegende Teil der zu erarbeitenden Leistungsprodukte (Dokumente, Konzepte, Werbe- oder Kampagnentexte etc.) ist in deutscher Sprache (DE) zu erstellen. • Loyalität: Die beiden Parteien verpflichten sich, einander loyal…	batch-004.json
50	TED:578824-2026	Czechia – Software maintenance and repair services – Test Vector Generators’ (TVG) corrective and evolutive maintenance	European Union Agency for the Space Programme	2026-09-23T23:59:59+02:00	600000.0	EUR	MAYBE	software-maintenance	===== FILE: files/Annex_20-I.J_20-_20Project_20PRS_20Information_20Management_20Plan_20(PIMP)_20template_V1.docx ===== Table of contents Table of contents 3 List of tables 3 List of figures 3 Acronyms and abbreviations and glossary 4 Acronyms and abbreviations 4 Glossary 5 1 Applicable and referenc…	ration of PROJECT. Reasons for updating this PIMP are, for example: change in personnel accessing PRS, change in the contract scope, change in the composition of the consortium (e.g. a new subcontractor requiring access to PRS information), change in SAB authorisation etc. Once the Agency approves …	batch-004.json
51	TED:471471-2026	Belgium – Public relations services – Call for Tender for media monitoring services	European Commission, DG COMM - Communication	2026-08-27T23:59:59+02:00	27500000.0	EUR	MAYBE	public-relations	===== FILE: files/01._20Annex_20I_20to_20ITT_Admin_20Tender_20Specifications__20EC-COMM2026OP0171_Media_20Monitoring_V1.pdf ===== 1 EUROPEAN COMMISSION DIRECTORATE-GENERAL FOR COMMUNICATION Political Communication Media Monitoring & Analysis Call for tenders EC-COMM/2026/OP/0171 - Call for Tender f…	................................. 4 1.2. Subject: what is this call for tenders about? ......................................................... 4 1.3. Lots: is this call for tenders divided into lots? ..................................................... 4 1.4. Description: what do we want to buy …	batch-005.json
52	TED:499934-2026	Luxembourg – Super computer – Acquisition, Delivery, Installation and Hardware and Software Maintenance of Discoverer++ AI Supercomputer	European High-Performance Computing Joint Undertaking	2026-09-10T23:59:59+02:00	54228600.0	EUR	MAYBE	software-maintenance	al EuroHPC computer acquisition | | [SHEET Maintenance Detail A] [SHEET Maintenance Detail B] ===== FILE: files/Annex_208_20-_20Technical_20Response_20Template_20-_20LOT3_20-_20Final_V1.docx ===== European High Performance Computing Joint Undertaking European High Performance Computing Joint Undert…	Criteria & Scoring Principles The Award criteria is defined in the Administrative Specifications Part 1. The requirements and features are categorized as follows: Scoring Principles The total score is calculated using the sum of four values, one per criterion defined in administrative document. Man…	batch-005.json
53	TED:428747-2026	France – Software maintenance and repair services – Maintenance du modèle de simulations multimodales des déplacements et de transport de marchandises de Nantes Métropole - N3M	Nantes Métropole	2026-10-29T02:00:00+00:00			MAYBE	software-maintenance	o afin de signaler mon problème. En cas de difficultés vous empêchant de déposer votre offre, il est recommandé de solliciter l’assistance en ligne afin de déclarer officiellement votre problème et d’en avoir une traçabilité.  Je remplis le formulaire avec un descriptif du problème rencontré et si…	– Maintenance d'outils logiciels et prestations associées Code CPV 72267000-4 – Services de maintenance et de réparation de logiciels ARTICLE 2 – Caractéristiques du marché 2.1 – Décomposition et forme du marché Aucun allotissement n'est prévu, les prestations ne présentent aucune singularité techn…	batch-005.json
54	US-SAM:57783181490543c2a97d9cd1518f7925	DA01--Software maintenance and support services for existing MyPath tools in support of VA Puget Sound Healthcare System, Seattle, WA	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-27T19:00:00+00:00			MAYBE	software-maintenance	RAM EDWOSB 8(A) NAICS: SIZE STANDARD: 11. DELIVERY FOR FOB DESTINA- TION UNLESS BLOCK IS MARKED SEE SCHEDULE 12. DISCOUNT TERMS 13a. THIS CONTRACT IS A RATED ORDER UNDER DPAS (15 CFR 700) 13b. RATING 14. METHOD OF SOLICITATION RFQ IFB RFP 15. DELIVER TO CODE 16. ADMINISTERED BY CODE 17a. CONTRACTOR…	uth Columbian Way Seattle WA 98108-1532 36C260 Department of Veterans Affairs Network Contracting Office 20 (V4CONT) 1601 E. Fourth Plain Boulevard Building 17, Suite B428 Vancouver WA 98661 Department of Veterans Affairs FMS-VA-2(101) Financial Services Center PO Box 149971 Austin TX 78714-9971 De…	batch-005.json
55	TED:517057-2026	China – Public relations services – Public Diplomacy and Cultural Relations in China	European Commission, FPI - Service for Foreign Policy Instruments	2026-09-04T16:00:59+08:00	3000000.0	EUR	MAYBE	public-relations	ed. This means that the contract the candidate or tenderer refers to could have been implemented at any time during the indicated period but it does not necessarily have to be completed during that period, nor implemented during the entire period. Candidates or tenderers are allowed to refer either…	===== FILE: files/download-d9a9bcbe-6cb2-4a7f-9d7a-fad0fe1090a2-CN_unpacked/Additional information about the Contract Notice(1)_V1.pdf ===== 2025 Page 1 of 7 a5f_additional_information_contract_notice_en.docx Additional information about the Contract Notice Public Diplomacy and Cultural Relations i…	batch-005.json
56	TED:582587-2026	Portugal – Software maintenance and repair services – Serviços de evolução tecnológica, manutenção e suporte técnico a sistema de gestão documental	Banco de Portugal	2026-09-22T17:00:59+00:00	300000.0	EUR	MAYBE	software-maintenance	ser tratada e fornecida no âmbito deste serviço e ser entregue a respetiva certificação ao Banco de Portugal. BANCO DE PORTUGAL • Caderno de encargos – Procedimento OA018526 16 Cláusula 27.ª Faseamento da evolução tecnológica do SGD 1 . Os trabalhos de evolução do sistema para uma nova versão serão…	V do presente Documento Europeu Único de Contratação Pública para efeitos do procedimento de adjudicação estabelecido na parte I. Data, local e, quando exigido ou necessário, assinatura(s): Data - Local - Assinatura -22- ===== FILE: files/PT1.REQ.26202449_23082026234942_unpacked/Programa do Concurs…	batch-005.json
57	TED:510539-2026	Lithuania – Software maintenance and repair services – Lietuvos Respublikos muitinės finansinių išteklių, jų apskaitos ir kontrolės sistemos (FAS) priežiūros ir palaikymo paslaugos (atviras konkursas)	Muitinės departamentas prie Lietuvos Respublikos finansų ministerijos	2026-08-27T03:00:00+00:00	163824.79	EUR	MAYBE	software-maintenance	dokumentus iš ankstesnių (kitų) pirkimo procedūrų. Ekonominės veiklos vykdytojai oficialiai sutinka perkančiąjai organizacijai ar perkančiajam subjektui, nurodytam I dalyje, leisti susipažinti su dokumentais, kuriais patvirtinama informacija, pateikta šio Europos bendrojo viešųjų pirkimų dokumento …	acijai ar perkančiajam subjektui, nurodytam I dalyje, leisti susipažinti su dokumentais, kuriais patvirtinama informacija, pateikta šio Europos bendrojo viešųjų pirkimų dokumento III ir IV dalyse, kiek tai susiję su pirkimu, nurodytu I dalyje. -22- Data, vieta ir, jei reikia ar būtina, parašas (-ai…	batch-005.json
